URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://smart.who.int/dak-bds/ValueSet/FXREQCategories,1.0.1,active,,FXREQCategories,Functional Requirement Categories,"Value Set for Functional Requirement Categories. Autogenerated from DAK artifacts",,"Internal"
