URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://smart.who.int/dak-empty/ValueSet/FXREQCategories,0.1.0,active,,FXREQCategories,Functional Requirement Categories,"Value Set for Functional Requirements Categories. Autogenerated from DAK artifacts",,"Internal"
